var_cod,description,portal,last_update
0013042,Vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Quartis; Anual,Yes,2025-05-26
0014363,Vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - N.º) por Localização geográfica (NUTS - 2024); Trimestral,Yes,2025-05-26
0014351,Vendas de alojamentos familiares nos últimos 3 meses (Metodologia 2022 - N.º) por Localização geográfica (NUTS - 2024); Trimestral,Yes,2025-05-26
0012239,Valor mediano das vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Domicílio fiscal do comprador; Trimestral,Yes,2025-05-26
0012240,Valor mediano das vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Setor institucional do comprador; Trimestral,Yes,2025-05-26
0012231,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS 2024 - Cidades com mais de 100 000 habitantes) e Domicílio fiscal do comprador; Trimestral,Yes,2025-05-26
0012230,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS 2024 - Cidades com mais de 100 000 habitantes) e Setor institucional do comprador; Trimestral,Yes,2025-05-26
0011373,Valor mediano das vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013) e Setor institucional do comprador; Trimestral,Yes,2025-05-26
0011372,Valor mediano das vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013) e Domicílio fiscal do comprador; Trimestral,Yes,2025-05-26
0011362,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (Cidades com mais de 100 000 habitantes) e Setor institucional do comprador; Trimestral,Yes,2025-05-26
0011365,Valor mediano das vendas de alojamentos familiares em apartamentos nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013); Trimestral,Yes,2025-05-26
0011371,Valor mediano das vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013) e Tipologia do fogo; Anual,Yes,2025-05-26
0011370,Valor mediano das vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013) e Categoria do alojamento familiar; Anual,Yes,2025-05-26
0011368,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013) e Domicílio fiscal do comprador; Trimestral,Yes,2025-05-26
0011367,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013) e Tipologia do fogo; Trimestral,Yes,2025-05-26
0011366,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013) e Setor institucional do comprador; Trimestral,Yes,2025-05-26
0011364,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2013) e Categoria do alojamento familiar; Trimestral,Yes,2025-05-26
0012645,Vendas de alojamentos familiares nos últimos 3 meses (Metodologia 2022 - N.º) por Localização geográfica (NUTS - 2024); Mensal,Yes,2025-05-26
0011363,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (Cidades com mais de 100 000 habitantes) e Domicílio fiscal do comprador; Trimestral,Yes,2025-05-26
0011361,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (Cidades com mais de 100 000 habitantes) e Tipologia do fogo; Trimestral,Yes,2025-05-26
0011360,Valor mediano das vendas de alojamentos familiares em apartamentos nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (Cidade); Trimestral,Yes,2025-05-26
0011359,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (Cidade) e Categoria do alojamento familiar; Trimestral,Yes,2025-05-26
0012254,Valor mediano das vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Tipologia do fogo; Anual,Yes,2025-05-26
0012255,Valor mediano das vendas de alojamentos familiares (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Categoria do alojamento familiar; Anual,Yes,2025-05-26
0012241,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Tipologia do fogo; Trimestral,Yes,2025-05-26
0012236,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Setor institucional do comprador; Trimestral,Yes,2025-05-26
0012235,Valor mediano das vendas de alojamentos familiares em apartamentos nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024); Trimestral,Yes,2025-05-26
0012234,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Categoria do alojamento familiar; Trimestral,Yes,2025-05-26
0012246,Valor mediano das vendas de alojamentos familiares nos últimos 12 meses (Metodologia 2022 - €/ m²) por Localização geográfica (NUTS - 2024) e Domicílio fiscal do comprador; Trimestral,Yes,2025-05-26
0013027,Valor médio da pesca descarregada (€/ kg) por Porto de descarga (NUTS - 2024) e Espécie; Anual,Yes,2025-05-23
0013028,Capturas nominais de pescado (t) por Porto de descarga (NUTS - 2024) e Espécie; Anual,Yes,2025-05-23
0013029,Capturas nominais de pescado (€) por Porto de descarga (NUTS - 2024) e Espécie; Anual,Yes,2025-05-23
0001066,Valor médio da pesca descarregada (€/ kg) por Porto de descarga (NUTS - 2013) e Espécie; Anual,Yes,2025-05-23
0001073,Capturas nominais de pescado (t) por Porto de descarga (NUTS - 2013) e Espécie; Anual,Yes,2025-05-23
0001074,Capturas nominais de pescado (€) por Porto de descarga (NUTS - 2013) e Espécie; Anual,Yes,2025-05-23
0014426,Dependência energética nacional (%); Anual,Yes,2025-05-21
0012816,Proporção de empresas com 10 e mais pessoas ao serviço com atividades de inovação (%) por Localização geográfica (NUTS - 2024) e Atividade de inovação; Bienal,Yes,2025-05-16
0014398,Proporção da despesa em Inovação e I&D das empresas com atividades de inovação com 10 e mais pessoas ao serviço (%) por Localização geográfica (NUTS - 2024) e Tipo de Despesas em Inovação e I&D; Bienal,Yes,2025-05-16
0012832,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com inovação de produto (%) por Localização geográfica (NUTS - 2024) e Tipos de produtos novos ou melhorados; Bienal,Yes,2025-05-16
0012831,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com financiamento público para a inovação (%) por Localização geográfica (NUTS - 2024) e Fonte de financiamento público; Bienal,Yes,2025-05-16
0012830,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com financiamento público para a inovação (%) por Localização geográfica (NUTS - 2024) e Escalão de pessoal ao serviço; Bienal,Yes,2025-05-16
0012829,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com financiamento público para a inovação (%) por Localização geográfica (NUTS - 2024) e Atividade económica (CAE Rev. 3); Bienal,Yes,2025-05-16
0012828,Volume de negócios resultante da venda de produtos novos ou melhorados das empresas com inovação de produto com 10 e mais pessoas ao serviço (€) por Localização geográfica (NUTS - 2024); Bienal,Yes,2025-05-16
0012827,"Proporção do volume de negócios resultante da venda de produtos novos ou melhorados das empresas com inovação de produto com 10 e mais pessoas ao serviço (%) por Localização geográfica (NUTS - 2024), Escalão de pessoal ao serviço e Tipos de produtos novos ou melhorados; Bienal",Yes,2025-05-16
0011356,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com financiamento público para a inovação (%) por Escalão de pessoal ao serviço e Fonte de financiamento público; Bienal,Yes,2025-05-16
0011351,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com financiamento público para a inovação (%) por Atividade económica (CAE Rev. 3) e Fonte de financiamento público; Bienal,Yes,2025-05-16
0012820,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com cooperação para a inovação (%) por Localização geográfica (NUTS - 2024) e Escalão de pessoal ao serviço; Bienal,Yes,2025-05-16
0012825,Proporção do volume de negócios resultante da venda de produtos novos ou melhorados das empresas com inovação de produto com 10 e mais pessoas ao serviço (%) por Localização geográfica (NUTS - 2024) e Tipos de produtos novos ou melhorados; Bienal,Yes,2025-05-16
0012817,"Proporção de empresas com 10 e mais pessoas ao serviço com atividades de inovação (%) por Localização geográfica (NUTS - 2024), Atividade económica (CAE Rev. 3) e Atividade de inovação; Bienal",Yes,2025-05-16
0012824,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com inovação de processo (%) por Localização geográfica (NUTS - 2024) e Tipos de inovação de processo; Bienal,Yes,2025-05-16
0012823,Intensidade de inovação das empresas com 10 e mais pessoas ao serviço com atividades de inovação (%) por Localização geográfica (NUTS - 2024) e Escalão de pessoal ao serviço; Bienal,Yes,2025-05-16
0012822,Intensidade de inovação das empresas com 10 e mais pessoas ao serviço com atividades de inovação (%) por Localização geográfica (NUTS - 2024) e Atividade económica (CAE Rev. 3); Bienal,Yes,2025-05-16
0012818,"Proporção de empresas com 10 e mais pessoas ao serviço com atividades de inovação (%) por Localização geográfica (NUTS - 2024), Escalão de pessoal ao serviço e Atividade de inovação; Bienal",Yes,2025-05-16
0012821,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com inovação de produto e/ou inovação de processo (%) por Localização geográfica (NUTS - 2024) e Tipos de inovação de produto e de processo; Bienal,Yes,2025-05-16
0012826,"Proporção do volume de negócios resultante da venda de produtos novos ou melhorados das empresas com inovação de produto com 10 e mais pessoas ao serviço (%) por Localização geográfica (NUTS - 2024), Atividade económica (CAE Rev. 3) e Tipos de produtos novos ou melhorados; Bienal",Yes,2025-05-16
0012819,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com cooperação para a inovação (%) por Localização geográfica (NUTS - 2024) e Atividade económica (CAE Rev. 3); Bienal,Yes,2025-05-16
0011348,Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com financiamento público para a inovação (%) por Atividade económica (CAE Rev. 3) e Escalão de pessoal ao serviço; Bienal,Yes,2025-05-16
0011355,"Proporção da despesa em Inovação e I&D das empresas com atividades de inovação com 10 e mais pessoas ao serviço (%) por Atividade económica (CAE Rev. 3), Escalão de pessoal ao serviço e Tipo de Despesas em Inovação e I&D; Bienal",Yes,2025-05-16
0011346,Volume de negócios resultante da venda de produtos novos ou melhorados das empresas com inovação de produto com 10 e mais pessoas ao serviço (€) por Atividade económica (CAE Rev. 3) e Escalão de pessoal ao serviço; Bienal,Yes,2025-05-16
0011344,"Proporção do volume de negócios resultante da venda de produtos novos ou melhorados das empresas com inovação de produto com 10 e mais pessoas ao serviço (%) por Atividade económica (CAE Rev. 3), Escalão de pessoal ao serviço e Tipos de produtos novos ou melhorados; Bienal",Yes,2025-05-16
0011340,Proporção do volume de negócios resultante da venda de produtos novos ou melhorados das empresas com inovação de produto com 10 e mais pessoas ao serviço (%) por Escalão de pessoal ao serviço e Tipos de produtos novos ou melhorados; Bienal,Yes,2025-05-16
0011339,Proporção do volume de negócios resultante da venda de produtos novos ou melhorados das empresas com inovação de produto com 10 e mais pessoas ao serviço (%) por Atividade económica (CAE Rev. 3) e Tipos de produtos novos ou melhorados; Bienal,Yes,2025-05-16
0011358,"Proporção de empresas com atividades de inovação com 10 e mais pessoas ao serviço com inovação de produto (%) por Atividade económica (CAE Rev. 3), Escalão de pessoal ao serviço e Tipos de produtos novos ou melhorados; Bienal",Yes,2025-05-16
0014425,"Taxa de mortalidade por 100 000 habitantes (N.º) por Local de residência (NUTS - 2024), Sexo, Grupo etário e Causa de morte (Lista OCDE adaptada); Anual",Yes,2025-05-15
0014424,Produção bruta de energia elétrica (kWh) por Localização geográfica (NUTS - 2024) e Tipo de produção de eletricidade; Anual,Yes,2025-05-14
