theme,subtheme,varcd,title,last_update,geo_lastlevel,last_period_available,periodicity,update_type
"Agricultura, floresta e pescas",Balanços de aprovisionamento,0000212,Grau de autoaprovisionamento de carne (%),25-05-2023,Portugal,S7A2023,Anual,D
"Agricultura, floresta e pescas",Balanços de aprovisionamento,0000213,Consumo humano de leite e produtos lácteos (t),12-07-2024,Portugal,S7A2023,Anual,D
"Agricultura, floresta e pescas",Balanços de aprovisionamento,0000214,Consumo humano de leite e produtos lácteos per capita (kg/ hab.),12-07-2024,Portugal,S7A2023,Anual,D
"Agricultura, floresta e pescas",Balanços de aprovisionamento,0000215,Grau de autoaprovisionamento de leite e produtos lácteos (%),12-07-2024,Portugal,S7A2023,Anual,D
"Agricultura, floresta e pescas",Balanços de aprovisionamento,0000216,Consumo humano de ovos (t),25-05-2023,Portugal,S7A2023,Anual,D
"Agricultura, floresta e pescas",Balanços de aprovisionamento,0000217,Consumo humano de ovos per capita (kg/ hab.),25-05-2023,Portugal,S7A2023,Anual,D
"Agricultura, floresta e pescas",Balanços de aprovisionamento,0000218,Grau de autoaprovisionamento de ovos (%),25-05-2023,Portugal,S7A2023,Anual,D
"Agricultura, floresta e pescas",Balanços de aprovisionamento,0000219,Grau de autoaprovisionamento de ovos para incubação (%),21-05-2024,Portugal,S7A2023,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000220,Estabelecimentos de outra intermediação monetária por 10 000 habitantes (N.º),31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000221,Crédito à habitação por habitante (€),31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000222,Depósitos de clientes (€) nos estabelecimentos de outra intermediação monetária,31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000223,Crédito concedido (€) por estabelecimentos de outra intermediação monetária,31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000224,Estabelecimentos de bancos e caixas económicas (N.º),31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000225,Estabelecimentos de caixas de crédito agrícola mútuo (N.º),31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000226,Pessoal ao serviço (N.º) nos estabelecimentos de bancos e caixas económicas,31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000227,Pessoal ao serviço (N.º) nos estabelecimentos de caixas de crédito agrícola mútuo,31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000228,Custos com o pessoal (€) nos estabelecimentos de bancos e caixas económicas,31-10-2014,Município,S7A2013,Anual,D
Empresas,Instituições de crédito e sociedades financeiras,0000229,Custos com o pessoal (€) nos estabelecimentos de caixas de crédito agrícola mútuo,31-10-2014,Município,S7A2013,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000230,População residente (Série 1998 - N.º),18-09-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000231,População residente com 15 e mais anos de idade (Série 1998 - N.º),07-08-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000232,População residente com 15 e mais anos de idade (Série 1998 - N.º),07-08-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000233,População residente com 15 e mais anos de idade (Série 1998 - N.º),07-08-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000234,População residente com 15 e mais anos de idade (Série 1998 - N.º),07-08-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Atividade,0000235,População ativa (Série 1998 - N.º),07-08-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Emprego,0000236,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Emprego,0000237,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S7A2007,Anual,D
Mercado de trabalho,Emprego,0000238,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Emprego,0000239,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S7A2010,Anual,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000240,População residente (Série 1998 - N.º),18-09-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000241,População residente com 15 e mais anos de idade (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000242,População residente com 15 e mais anos de idade (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000243,População residente com 15 e mais anos de idade (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Indicadores quantitativos setoriais,0000244,População residente com 15 e mais anos de idade (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Atividade,0000245,População ativa (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0000246,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0000247,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S5A20074,Trimestral,D
Mercado de trabalho,Emprego,0000248,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0000249,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0000250,Explorações agrícolas (N.º),31-03-2021,NUTS II,S7A2019,Não periódica,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0000251,Superfície agrícola utilizada (ha),31-03-2021,NUTS II,S7A2019,Não periódica,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0000253,Explorações agrícolas (N.º),31-03-2021,Região agrária,S7A2019,Não periódica,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0000254,Superfície agrícola utilizada (ha),31-03-2021,Região agrária,S7A2019,Não periódica,D
"Agricultura, floresta e pescas",Recenseamento agrícola e inquéritos estruturais,0000255,Explorações agrícolas (N.º),12-12-2008,Região agrária,S7A2007,Bienal,D
População,Estimativas de população,0000256,"População residente (Série longa, início 1991 - N.º)",18-06-2024,NUTS II,S7A2023,Anual,D
População,Mortalidade e esperança de vida,0000257,Esperança de vida à nascença (Anos),03-08-2007,NUTS III,S7A2004,Anual,D
População,Natalidade e fecundidade,0000258,Nados-vivos fora do casamento com coabitação dos pais (%),30-04-2014,Município,S7A2013,Anual,D
População,Estimativas de população,0000259,Relação de masculinidade da população com 65 e mais anos de idade (N.º),16-06-2014,Município,S7A2013,Anual,D
População,Censos da população,0000260,Famílias clássicas (N.º),31-05-2007,Freguesia,S7A2001,Decenal,D
População,Censos da população,0000261,Taxa de emprego (%),04-06-2007,Freguesia,S7A2001,Decenal,D
População,Censos da população,0000262,Índice de envelhecimento (N.º),31-05-2007,Freguesia,S7A2001,Decenal,D
População,Censos da população,0000263,Índice de dependência de idosos (N.º),31-05-2007,Freguesia,S7A2001,Decenal,D
População,Censos da população,0000264,Taxa de atividade (%) da população residente,31-05-2007,Portugal,S7A2001,Decenal,D
População,Censos da população,0000265,Taxa de desemprego (sentido lato) (%),31-05-2007,Freguesia,S7A2001,Decenal,D
Saúde,Pessoal de saúde,0000336,Farmacêuticas/os de oficina (N.º),20-06-2013,Município,S7A2012,Anual,D
Saúde,Pessoal de saúde,0000337,Técnicos de farmácia (N.º),07-07-2014,Município,S7A2013,Anual,D
Território,Ordenamento do território,0000338,Superfície de uso do solo urbano identificado nos PMOT (ha),10-10-2014,Município,S7A2013,Anual,D
Território,Ordenamento do território,0000339,Superfície de uso do solo para equipamentos e parques urbanos identificado nos PMOT (ha),10-10-2014,Município,S7A2013,Anual,D
Território,Ordenamento do território,0000340,Superfície de uso industrial do solo identificado nos PMOT (ha),10-10-2014,Município,S7A2013,Anual,D
Território,Ordenamento do território,0000341,Superfície de uso do solo para turismo identificado nos PMOT (ha),10-10-2014,Município,S7A2013,Anual,D
Território,Geografia física,0000342,Altitude máxima (m) das unidades territoriais,01-08-2014,Município,S7A2013,Anual,D
Industria e energia,Produção industrial,0000343,Produtos produzidos na indústria,25-07-2013,Portugal,S7A2007,Anual,D
Industria e energia,Produção industrial,0000344,Produtos vendidos na indústria,25-07-2013,Portugal,S7A2007,Anual,D
Industria e energia,Produção industrial,0000345,Produtos vendidos (€) da indústria,25-07-2013,Portugal,S7A2007,Anual,D
Território,Geografia física,0000346,Altitude mínima (m) das unidades territoriais,01-08-2014,Município,S7A2013,Anual,D
Território,Ordenamento do território,0000347,Cidades (N.º),21-05-2014,Município,S7A2013,Anual,D
População,Censos da população,0000348,População residente em cidades (N.º),28-07-2015,Município,S7A2013,Anual,D
Território,Geografia física,0000349,Comprimento máximo Este/ Oeste (km) das unidades territoriais,01-08-2014,Município,S7A2013,Anual,D
Território,Geografia física,0000350,Comprimento máximo Norte/ Sul (km) das unidades territoriais,01-08-2014,Município,S7A2013,Anual,D
Território,Ordenamento do território,0000351,Freguesias (N.º),19-05-2014,Município,S7A2013,Anual,D
Território,Ordenamento do território,0000352,Perímetro (km) das unidades territoriais,01-08-2014,Município,S7A2013,Anual,D
Território,Ordenamento do território,0000353,Vilas (N.º),21-05-2014,Município,S7A2013,Anual,D
População,Censos da população,0000354,Taxa de analfabetismo (%) da população presente com 10 e mais anos de idade,05-01-2009,Distrito,S7A1950,Decenal,D
Ambiente,Protecção do ambiente,0000355,Despesa consolidada em ambiente (Série 1989-2006 - €) dos Organismos de administração pública,21-11-2008,Portugal,S7A2006,Anual,D
Ambiente,Protecção do ambiente,0000356,Despesa consolidada em ambiente (€) dos organismos de administração central,04-06-2024,Continente,S7A2022,Anual,D
Ambiente,Protecção do ambiente,0000357,Despesa consolidada em ambiente (€) dos organismos de administração regional,18-12-2023,Região autónoma,S7A2022,Anual,D
Saúde,Cuidados hospitalares,0000358,Hospitais (N.º),10-07-2015,Município,S7A2013,Anual,D
Saúde,Farmácias e medicamentos,0000369,Farmácias e postos farmacêuticos móveis por 1000 habitantes (N.º),03-03-2017,Município,S7A2015,Anual,D
Saúde,Farmácias e medicamentos,0000370,Farmácias e postos farmacêuticos móveis (N.º),15-07-2017,Município,S7A2015,Anual,D
Transportes e comunicações,Transportes terrestres,0000371,Veículos pesados de mercadorias utilizados (N.º),15-11-2024,Continente,S7A2023,Anual,D
Transportes e comunicações,Transportes terrestres,0000372,Veículos pesados de mercadorias utilizados (N.º),09-03-2012,Continente,S7A2009,Anual,D
Transportes e comunicações,Transportes terrestres,0000373,Distância percorrida (km) pelos veículos pesados de mercadorias,15-11-2024,Continente,S7A2023,Anual,D
Transportes e comunicações,Transportes terrestres,0000374,Peso da mercadoria transportada (t) pelos veículos pesados de mercadorias,15-11-2024,Continente,S7A2023,Anual,D
Transportes e comunicações,Transportes terrestres,0000375,Peso da mercadoria em transporte nacional (t) nos veículos pesados de mercadorias,15-11-2024,NUTS II,S7A2023,Anual,D
Transportes e comunicações,Transportes terrestres,0000376,Tonelada-quilómetro (tkm) dos Veículos pesados de mercadorias,15-11-2024,Continente,S7A2023,Anual,D
Transportes e comunicações,Transportes terrestres,0000377,Tonelada-quilómetro (tkm) dos Veículos pesados de mercadorias,15-11-2024,Continente,S7A2023,Anual,D
Transportes e comunicações,Transportes terrestres,0000378,Tonelada-quilómetro (tkm) dos Veículos pesados de mercadorias,15-02-2012,Continente,S7A2007,Anual,D
Transportes e comunicações,Transportes terrestres,0000379,Tonelada-quilómetro em transporte nacional (tkm) nos veículos pesados de mercadorias,15-02-2012,Continente,S7A2007,Anual,D
Transportes e comunicações,Transportes terrestres,0000380,Tonelada-quilómetro em transporte nacional (tkm) nos veículos pesados de mercadorias,15-02-2012,Continente,S7A2007,Anual,D
Transportes e comunicações,Comunicações,0000381,Postos telefónicos principais (N.º),03-02-2015,Município,S7A2013,Anual,D
Transportes e comunicações,Comunicações,0000382,Acessos telefónicos (N.º),11-10-2013,Município,S7A2012,Anual,D
Transportes e comunicações,Comunicações,0000383,Assinantes do serviço móvel terrestre (N.º),19-12-2013,Portugal,S7A2009,Anual,D
Transportes e comunicações,Comunicações,0000385,Receitas dos serviços de telecomunicações (Série 2000-2012 - €),11-10-2013,Portugal,S7A2012,Anual,D
Transportes e comunicações,Comunicações,0000387,Acessos telefónicos por 100 habitantes (N.º),03-02-2015,Município,S7A2013,Anual,D
Transportes e comunicações,Comunicações,0000388,Postos telefónicos residenciais por 100 habitantes (N.º),03-02-2015,Município,S7A2013,Anual,D
Transportes e comunicações,Comunicações,0000389,Postos telefónicos públicos por 1000 habitantes (N.º),03-02-2015,Município,S7A2013,Anual,D
Turismo,Oferta turística,0000390,Estada média (Série 2002-2008 - N.º) nos estabelecimentos hoteleiros,01-07-2008,Município,S7A2008,Anual,D
Turismo,Oferta turística,0000391,Taxa líquida de ocupação cama (Série 2006-2008 - %) nos estabelecimentos hoteleiros,01-07-2008,Município,S7A2008,Anual,D
Turismo,Oferta turística,0000392,Estabelecimentos hoteleiros (Série 2002-2008 - N.º),13-05-2011,Município,S7A2008,Anual,D
Turismo,Oferta turística,0000393,Capacidade de alojamento (Série 2002-2008 - N.º) nos estabelecimentos hoteleiros,01-07-2008,Município,S7A2008,Anual,D
Turismo,Oferta turística,0000394,Proveitos totais (Série 2002-2008 - €) dos estabelecimentos hoteleiros,08-05-2007,NUTS II,S7A2008,Anual,D
Turismo,Oferta turística,0000395,Proveitos de aposento (Série 2002-2008 - €) dos estabelecimentos hoteleiros,29-10-2010,NUTS II,S7A2008,Anual,D
Turismo,Oferta turística,0000396,Dormidas (2006 - N.º) nos estabelecimentos hoteleiros,07-11-2007,NUTS II,S7A2006,Anual,D
Turismo,Oferta turística,0000397,Hóspedes (Série 2002-2006 - N.º) nos estabelecimentos hoteleiros,07-11-2007,NUTS II,S7A2006,Anual,D
Turismo,Oferta turística,0000398,Oferta turística (%) nos alojamentos turísticos coletivos,23-12-2016,Portugal,S7A2015,Anual,D
Turismo,Oferta turística,0000399,Estada média (N.º) nos estabelecimentos de alojamento turístico,08-07-2024,NUTS II,S7A2023,Anual,D
Mercado de trabalho,Emprego,0000400,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0000401,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0000402,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0000403,População empregada (Série 1998 - N.º),18-09-2014,NUTS II,S5A20104,Trimestral,D
Mercado de trabalho,Emprego,0000404,População empregada (Série 1998 - N.º),07-08-2014,NUTS II,S5A20104,Trimestral,D
